id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
42qt8hsy7l4UR5CsO5ZLfL,0.632,0.563,7.0,-7.72,0.408,0.14,0.0,0.374,0.547,83.016
6TNkJPyBho8mQE6IziibHu,0.68,0.638,11.0,-7.592,0.325,0.00257,0.00196,0.122,0.322,150.033
2fKgq4eJuQcXuzGDjFm5Vw,0.794,0.703,7.0,-6.337,0.262,0.189,0.0,0.145,0.367,155.071
4LL7QIFRd2k7qGnHZsoDe2,0.519,0.526,1.0,-6.574,0.342,0.00524,0.0,0.168,0.288,160.305
6XZV5Kkm3UIYMVmwDPQSSi,0.861,0.665,1.0,-5.58,0.11,0.00337,0.0,0.149,0.542,114.937
2UMWdssGd4rlT9oSeHUZh0,0.895,0.476,6.0,-8.505,0.272,0.0559,0.0,0.123,0.607,120.068
6vIjPq1ZpPX0kw5D1y81MO,0.897,0.473,10.0,-5.833,0.101,0.311,0.0,0.174,0.185,114.994
7AjZot2LL9EgJx1TBV1G3D,0.787,0.768,11.0,-8.372,0.0434,0.00194,0.0,0.0644,0.127,133.102
5A8KtfonuRHv6EHr5Ofekq,0.574,0.658,11.0,-8.141,0.416,0.185,0.0,0.166,0.286,97.99
5C0x9o6J37xbQgCWRvfHM7,0.52,0.613,7.0,-6.862,0.383,0.2,0.0,0.159,0.302,74.875
1eGkDjR41Cc4kXsC7Nzlfu,0.939,0.733,11.0,-4.374,0.261,0.0793,1.99e-06,0.084,0.614,130.019
0ZwLWAwAte17DldUatgEdj,0.803,0.625,6.0,-6.287,0.309,0.011,0.0,0.117,0.699,149.953
5wcVuDVrp8hU2qNHj5dHyT,0.903,0.621,9.0,-5.761,0.274,0.11,0.0,0.207,0.175,125.954
3Ps0JFaxBuamCoQTx6X8LT,0.814,0.611,0.0,-6.526,0.0515,0.289,0.0,0.252,0.585,113.016
3gndNki9XASWs43xZbbVlG,0.589,0.654,3.0,-4.633,0.299,0.297,0.0,0.199,0.49,86.284
6rdKv5xmdOs3zsg6mpBK53,0.381,0.75,6.0,-4.051,0.306,0.066,0.0,0.349,0.56,149.147
5joeIfncVcIwkrOqyXvKCx,0.627,0.711,1.0,-9.682,0.423,0.0206,1.72e-05,0.108,0.205,99.031
34YnZOLkvAxH6K7ZXutHOo,0.708,0.807,1.0,-3.866,0.378,0.0829,0.0,0.0725,0.563,150.086
2FHC2xTzANdprKYAwehB68,0.861,0.423,1.0,-6.128,0.351,0.503,0.0,0.124,0.39,149.139
4F7lBgkFp0BbO5ClrKrTXU,0.563,0.524,6.0,-6.176,0.32,0.185,0.0,0.0996,0.475,155.646
4c9fF18rZHbsA8X8apjuRd,0.692,0.878,3.0,-3.056,0.0708,0.168,0.0,0.284,0.875,144.253
4PKOuKI8vn1gC6dXegpk3a,0.642,0.638,7.0,-4.411,0.211,0.131,0.0,0.195,0.392,154.064
5EiJy15UPO6iQSRDoerbv4,0.644,0.859,5.0,-3.393,0.0604,0.364,0.0,0.125,0.482,98.072
0FoUK4tAVUfArhVMcCKhFn,0.908,0.401,10.0,-8.331,0.378,0.0952,0.0,0.0859,0.693,122.952
2iOYqp2uNNDD5HCOlxlnIe,0.647,0.803,10.0,-4.834,0.0835,0.125,0.0,0.515,0.441,142.07
3pnSl76sUiuy1kEBiftn36,0.858,0.574,1.0,-9.375,0.269,0.154,0.0,0.126,0.511,138.047
2uy9NaLzl0wGILhoGVortZ,0.485,0.744,7.0,-5.343,0.122,0.129,0.0,0.0869,0.403,134.701
0LCpAqkpl7drtth6HWVnrx,0.763,0.839,2.0,-7.208,0.273,0.0231,0.000787,0.0758,0.73,140.075
0VPir804AaU2Iw1ardsDLS,0.639,0.599,0.0,-3.925,0.0376,0.272,1.32e-05,0.179,0.138,120.061
0qkA0NU7cDKWkFXNGRcNaB,0.533,0.501,8.0,-9.299,0.0436,0.143,0.000578,0.172,0.3,120.159
2qHaFxrDldxWUtIy9qaTM9,0.757,0.746,1.0,-5.662,0.151,0.00776,0.0,0.312,0.287,108.042
66Ms7aYFty1lNm02SuY6II,0.737,0.734,2.0,-5.847,0.335,0.742,0.0,0.191,0.672,86.748
1yzxdkYR3hcw1fAENGQPAG,0.493,0.393,11.0,-9.491,0.299,0.471,0.0,0.309,0.133,79.814
3k2siE5234rEIV52ltcIYY,0.818,0.584,11.0,-3.635,0.16,0.219,0.0,0.0795,0.888,79.98
7JEaNZxtjDN8CfYKv6zpHu,0.85,0.413,1.0,-7.629,0.0978,0.11,0.0,0.113,0.47,76.99
6xLaQvMFknex88LVALSgYP,0.737,0.668,7.0,-6.315,0.0996,0.018,6.3e-06,0.0989,0.617,154.961
41KtwBtTPPlh77GPz01SDa,0.805,0.82,1.0,-5.273,0.136,0.0213,0.0,0.108,0.53,80.994
5JSxZLQcD7WzmZjgD53UM5,0.894,0.675,1.0,-6.816,0.319,0.222,0.0,0.0866,0.439,123.977
22PUvmUMfQuj08xmmDhKbD,0.695,0.524,10.0,-9.039,0.0663,0.482,0.0,0.112,0.54,162.772
7lptWvJDvjipxGWUm2nsfS,0.512,0.71,2.0,-6.805,0.327,0.408,0.0,0.0891,0.298,75.118
5B0kgjHULYJhAQkK5XsMoC,0.493,0.653,0.0,-5.666,0.0466,0.269,0.0,0.511,0.852,142.347
67Ca21PiqjzovVSAwBMwUf,0.502,0.64,6.0,-9.702,0.0286,0.0313,2.16e-06,0.154,0.449,131.551
2MyQK6cKu9IAzNXiBm7TD0,0.585,0.765,10.0,-5.575,0.0589,0.0644,0.0,0.148,0.18,145.155
09hbZ8vF8YmlVQq55Ai1Ay,0.458,0.506,1.0,-9.596,0.2,0.408,0.0,0.347,0.736,163.028
7bDOvN5MkCiyGttswXAIuz,0.817,0.646,10.0,-7.83,0.178,0.12,0.000567,0.388,0.498,95.019
1pcVEepUUQqdoIdPvL0V4f,0.66,0.756,10.0,-6.147,0.0461,0.0473,0.0,0.131,0.174,120.048
2rFTRICumonxxZKxxfEu8R,0.894,0.615,3.0,-6.269,0.0826,0.0308,0.00921,0.309,0.661,120.0
0UTyLmkQgPOEIz95OVAJTR,0.667,0.582,11.0,-5.791,0.267,0.00466,0.0,0.124,0.141,121.972
7z4xW9WY86uH3gd1V9pfCM,0.827,0.571,11.0,-7.949,0.366,0.0195,0.0,0.166,0.62,142.034
3MK6OsCb4VJGdPxvXjW8Q9,0.784,0.539,7.0,-8.938,0.274,0.0818,0.0,0.106,0.576,149.059
3EpF150nXMSNjiH0bbmXIL,0.437,0.527,6.0,-6.967,0.465,0.185,0.0,0.153,0.701,187.815
0TSyYtpSnQrLqsnbSTALTP,0.783,0.485,0.0,-11.262,0.521,0.419,0.0998,0.182,0.858,179.948
64v1g2HcPumBz2Wd1rT56b,0.386,0.762,9.0,-6.341,0.564,0.122,0.0,0.527,0.433,170.691
4hFQTvD4ZioWwAG3CWfS9D,0.687,0.83,1.0,-7.085,0.332,0.0434,0.0,0.153,0.256,80.042
7nc7mlSdWYeFom84zZ8Wr8,0.672,0.717,5.0,-7.476,0.226,0.103,0.0,0.398,0.473,157.905
4TkacaEBA8raWT4LizhONs,0.687,0.643,1.0,-8.906,0.439,0.201,0.0,0.14,0.739,85.464
01GPBH2rbcVMnPesDm7jbu,0.623,0.385,1.0,-11.733,0.0919,0.0233,8.55e-05,0.133,0.225,95.679
7DqNkxrMcdYmOZKU8sLU3s,0.755,0.694,10.0,-8.562,0.0308,0.314,0.000429,0.0808,0.418,100.017
6I5VbxQiJYBetYKdlRINr3,0.753,0.605,8.0,-6.792,0.0832,0.0874,2.33e-05,0.169,0.37,112.991
3BGppswSnFNGUSFiJ6rj4n,0.674,0.453,6.0,-10.293,0.0612,0.155,1.21e-06,0.0933,0.22,128.107
6GtOsEzNUhJghrIf6UTbRV,0.741,0.725,11.0,-5.618,0.04,0.00715,0.0,0.115,0.577,104.985
4zbr7Cp3UB00FurUovPU03,0.672,0.654,1.0,-4.528,0.0966,0.201,0.0,0.1,0.404,78.512
1CsLmXktvD3Cj04dPCtJNI,0.696,0.635,1.0,-5.854,0.0706,0.0854,1.15e-05,0.107,0.397,147.901
3hQrIF803GxbmRcWFJr7lc,0.761,0.738,2.0,-5.462,0.258,0.0689,0.0,0.258,0.296,112.017
7E1nlSFN4P21azebK5Kv39,0.871,0.567,1.0,-6.266,0.471,0.0382,0.0,0.102,0.332,128.095
1kdixtbMh0JUWlvSDmfM9I,0.782,0.497,0.0,-5.415,0.286,0.0391,0.0,0.209,0.522,77.488
2wbcBAG51wD8fQw8ykL2Ab,0.679,0.818,1.0,-4.705,0.058,0.0325,0.0,0.187,0.532,74.952
1fmZQL9o1Lv9Pcqbi7IKUM,0.785,0.416,2.0,-10.062,0.0628,0.376,0.0,0.093,0.277,104.042
09QvHJHDHbuptkaalGchss,0.518,0.88,6.0,-3.586,0.14,0.0302,0.0264,0.0883,0.323,180.075
1JdFSVTGl0gDJJVUTBvauR,0.618,0.742,6.0,-4.68,0.356,0.00759,0.0,0.134,0.533,80.167
39jo333JejX9EZ3zwwcdmS,0.784,0.518,7.0,-8.335,0.352,0.513,6.7e-05,0.112,0.659,156.03
3DS5qjkZLta7vu6U1nLj35,0.694,0.923,2.0,-1.077,0.0793,0.153,0.0,0.0582,0.676,119.097
3uOIoS7lOvzQAtbbyttHp6,0.717,0.758,2.0,-5.576,0.268,0.0791,7.08e-06,0.293,0.252,91.983
0eXkUXr4wJ3Orruk8S1cpW,0.791,0.775,1.0,-6.919,0.0676,0.0482,5.07e-06,0.0709,0.845,104.993
4xgIZG0FJG9Z81ku8l9P3I,0.714,0.707,7.0,-5.12,0.102,0.753,0.002,0.109,0.577,160.18
0W6I02J9xcqK8MtSeosEXb,0.912,0.655,8.0,-6.029,0.162,0.315,3.39e-05,0.0894,0.793,91.942
5zNW5ARjYhJQJz1AChP33n,0.95,0.693,9.0,-3.424,0.0898,0.0133,0.0,0.173,0.891,130.02
6nQ1B216Liiydhgn2gar0o,0.876,0.7,2.0,-7.137,0.282,0.0421,0.0,0.542,0.433,101.995
3oE2HPoP7DCgxhrqjAosZY,0.885,0.353,2.0,-10.484,0.0912,0.0866,5.78e-05,0.173,0.316,134.079
2etHQJxIbV0soyPhelVs9Y,0.84,0.766,4.0,-4.12,0.136,0.00302,3.61e-06,0.0684,0.402,94.018
1XXimziG1uhM0eDNCZCrUl,0.868,0.795,11.0,-6.044,0.269,0.0012,0.0193,0.0461,0.819,166.0
4aarlAfLKVCTxUDNgbwhjH,0.957,0.437,11.0,-7.882,0.359,0.00402,0.0,0.219,0.616,130.058
4HwFQ5AndYR51q9ru81JtQ,0.922,0.823,11.0,-2.54,0.321,0.0246,0.0,0.119,0.575,130.097
7HbnX1fxCAoPa7nRVFSEFW,0.913,0.625,10.0,-6.901,0.334,0.0168,0.0,0.125,0.298,126.915
3GW3dMxqIbl14cZtpLRQBy,0.794,0.613,1.0,-6.336,0.145,0.0363,0.0,0.742,0.412,135.984
7GLqR9ToJLb0PV3XyNAWNm,0.85,0.444,9.0,-8.69,0.346,0.134,0.0,0.113,0.187,86.533
1hkj6hvTqQRwSoSY4salSD,0.912,0.59,8.0,-6.481,0.103,0.00257,0.0,0.092,0.815,87.016
1iBfg5pMNqR0HFTpDTr73A,0.908,0.477,11.0,-5.515,0.385,0.426,0.0,0.0361,0.538,146.986
74ItuXDLQ0FwLTVV7d4oPB,0.95,0.592,6.0,-4.758,0.231,0.00266,0.0,0.116,0.858,142.005
66vs64VphiHrtFcLR6Qeav,0.885,0.466,1.0,-6.128,0.282,0.0396,0.0,0.127,0.272,75.014
5RUKGJ0hWOZHEZky9iIsRw,0.97,0.489,7.0,-10.076,0.34,0.0422,1.41e-05,0.0632,0.805,115.081
6KgtcmCF9Ky68XC7ezxl3s,0.827,0.731,4.0,-5.524,0.088,0.13,0.0,0.418,0.607,118.992
22IWDKdWDgx2cAx5RuDgty,0.884,0.592,10.0,-6.06,0.3,0.000938,0.00011,0.0812,0.664,160.007
6Ht7wDd0wi2wPDLde7m1Gr,0.921,0.511,5.0,-7.76,0.475,0.00298,0.0,0.0746,0.328,140.02
3epPUHjJHrkWFm8KXBpRbj,0.94,0.468,8.0,-9.515,0.0677,0.104,0.00125,0.0779,0.389,98.001
67tIAL7B8NzZOjpQiRHHCn,0.906,0.597,1.0,-8.016,0.288,0.00264,1.93e-06,0.173,0.52,150.036
7mLuBJwfOa3GcP8UeBDU04,0.894,0.679,8.0,-7.943,0.41,0.0143,0.0,0.353,0.878,148.018
2fJgz0n3W9G8x0kEjntbhI,0.928,0.749,10.0,-3.965,0.224,0.0425,0.0,0.0879,0.47,142.985
6WYxEIpgD3dDWyxTFcPCXv,0.754,0.725,8.0,-6.002,0.138,0.0716,0.0,0.111,0.691,192.066
3rayWrmamTxsGSNGjsuetG,0.905,0.593,9.0,-6.571,0.177,0.0757,0.0,0.875,0.844,129.884
3qsR1pTGoshzapShuYm0ns,0.874,0.358,1.0,-9.806,0.127,0.000563,0.0,0.132,0.172,119.914
0S7eavOH2yPKEotR7SYpob,0.941,0.529,8.0,-11.57,0.465,0.023,7.75e-05,0.0949,0.503,119.977
4GJxR7QdKAi0uTfPXwQ9LC,0.849,0.703,1.0,-5.735,0.307,0.00338,0.0,0.302,0.793,166.05
58cqFvlwb5uljBwtDgpJg9,0.951,0.576,10.0,-9.443,0.142,0.0728,0.0,0.0681,0.545,135.031
2Ty7EDf9XLYzEUqEIwJfDC,0.895,0.469,1.0,-5.882,0.0661,0.0012,4.56e-05,0.192,0.076,126.917
75ZFGdpN1u4fuk4axSMjhT,0.919,0.797,2.0,-4.947,0.269,0.0446,0.0,0.269,0.793,143.995
2NFruMeEETdS4t6hM73Vip,0.956,0.492,1.0,-8.169,0.152,0.00778,9.75e-06,0.0849,0.267,102.017
0zZjAX9aWMb0dgL0uSRZU6,0.911,0.655,2.0,-8.546,0.374,0.282,0.000208,0.069,0.866,152.077
3zSZqtlH19hscTR89XKqhU,0.857,0.548,2.0,-10.218,0.252,0.00146,0.00159,0.0524,0.499,81.961
5caZgotE4D6elZpd5S4wlX,0.903,0.785,1.0,-4.709,0.322,0.0245,0.0,0.0652,0.823,129.835
4foyyTPR2jUcATliukBkd9,0.837,0.762,2.0,-4.073,0.0508,0.000644,0.0,0.113,0.334,142.009
7cZVHLMtivlPLHQgqQCGxZ,0.884,0.639,1.0,-6.832,0.246,0.111,1.66e-06,0.608,0.625,100.049
1O2vIEgUUDwzUpctAfeAlP,0.871,0.541,10.0,-8.64,0.512,0.169,0.0,0.0993,0.825,158.053
0XqrIEnDoHvodUzGRmyKYQ,0.898,0.529,9.0,-5.428,0.2,0.0699,0.0,0.536,0.8,110.032
7zg97q1UQyQgIhhrAEke45,0.85,0.615,9.0,-6.6,0.271,0.0329,0.0,0.429,0.546,120.053
1e0WFJG0AQjThwpvrlXtFY,0.685,0.675,11.0,-6.508,0.0549,0.0955,0.0,0.149,0.364,82.508
1JiR4RJaZlbZ5b3HG8jkeL,0.85,0.66,11.0,-4.846,0.169,0.417,5.14e-05,0.209,0.622,101.947
2qXRlHFxHWb8nU8H0ELdvV,0.782,0.746,4.0,-4.131,0.13,0.208,0.0,0.0725,0.641,104.973
0ZEFUsb2AVGup8SV3y3yXl,0.882,0.612,0.0,-8.639,0.185,0.19,0.00153,0.11,0.346,132.954
6VBJucTiCNnk4NYJyrL9x7,0.771,0.739,11.0,-6.324,0.0922,0.129,0.0,0.23,0.733,137.967
3meBnCKN8qYEbOdNTEykUa,0.601,0.5,8.0,-6.665,0.192,0.66,3.6e-06,0.106,0.429,102.617
1HVX9i2RIAIAzPeZrqqRiL,0.704,0.542,6.0,-10.523,0.0818,0.174,0.00267,0.112,0.521,148.046
2QdSb68BzZGMgCbsrFmSLc,0.609,0.581,2.0,-10.854,0.277,0.509,0.0,0.283,0.528,102.964
5FG7Tl93LdH117jEKYl3Cm,0.849,0.707,0.0,-6.002,0.113,0.0266,8.58e-06,0.618,0.602,104.027
4wvnXoQqjIOoEis5eyTbCl,0.916,0.476,7.0,-8.852,0.321,0.115,2.13e-05,0.0992,0.545,103.997
2Jy4EdqIZswDZvVDh5dx3A,0.561,0.722,4.0,-6.437,0.068,0.173,4.86e-05,0.175,0.173,103.099
7wb6QFM3nF4hOpoLiypXb3,0.658,0.6,7.0,-6.614,0.312,0.0528,1.55e-05,0.103,0.575,137.074
4aMtac1abQZDOliAZpbIJF,0.603,0.528,0.0,-9.478,0.218,0.466,0.0002,0.0999,0.287,179.587
44wbg5P53VGNBCtg9nxYtm,0.748,0.819,0.0,-5.41,0.0789,0.608,0.0615,0.109,0.69,150.01
3e17UNHlGeiAGiNWgiLDhr,0.499,0.603,11.0,-6.814,0.052,0.265,0.00153,0.112,0.352,130.008
5Gf30Ezykm4MhgzvaPL2Ei,0.917,0.698,1.0,-7.516,0.156,0.153,2.01e-05,0.189,0.594,126.965
5laAdwuT8EEvkIXrmrhRSB,0.817,0.669,0.0,-4.278,0.1,0.105,1.25e-06,0.247,0.693,106.934
27FUxZMduwKmhhCmnXjqTO,0.663,0.625,6.0,-5.632,0.189,0.0744,0.0008,0.0988,0.538,127.816
7LMhHrfftRJVsmNpMnZew3,0.751,0.576,0.0,-9.022,0.24,0.0796,9.73e-05,0.153,0.636,119.997
51mLQ3w7yR7vjdSTFLWaY5,0.545,0.749,4.0,-6.621,0.153,0.103,0.0,0.232,0.681,100.503
6Juv5N0dNU1imms9c9u1dA,0.866,0.563,11.0,-6.964,0.108,0.185,0.0,0.0889,0.307,127.954
63Sb1AMnhb37DR59uXZdQd,0.576,0.597,1.0,-6.659,0.318,0.196,0.0,0.049,0.885,101.174
2JVkNlfC5n7KvsaXAQdfIs,0.944,0.573,7.0,-9.667,0.106,0.421,0.0015,0.133,0.804,98.022
1lx47FNvLxy4adohBhod5N,0.844,0.686,1.0,-4.146,0.315,0.12,0.00517,0.115,0.637,101.892
3QO1m6i0nsrp8aOnapvbkx,0.612,0.651,1.0,-6.974,0.281,0.0864,0.0,0.368,0.902,90.272
319xYgRF9JFpGLTtiCDhC7,0.825,0.738,10.0,-5.612,0.166,0.0194,0.0,0.294,0.555,110.906
0RATk7ftYWuONle5Ghit9a,0.63,0.663,6.0,-8.47,0.464,0.255,0.0,0.185,0.682,79.133
5nRm6kz4ntiBGtygxGg5Dy,0.692,0.599,11.0,-5.941,0.0398,0.198,0.000315,0.392,0.369,113.034
2WyedZ7owuPdgT4tcHhdo5,0.798,0.873,10.0,-3.561,0.0818,0.0641,0.000138,0.0762,0.522,108.014
4SvFHm4zIe8mRaogi0KrX2,0.8,0.678,9.0,-7.728,0.0479,0.505,0.216,0.19,0.768,109.986
1cbpSW7r9Hl5lIFSK1NlL8,0.796,0.72,1.0,-5.798,0.0771,0.164,0.0,0.112,0.724,98.992
1DYEqYq64l6ofmiVnfHUoy,0.921,0.462,8.0,-6.285,0.264,0.204,0.0,0.102,0.279,121.991
7HlXRHkOnRSSCZL2ggNgan,0.845,0.461,11.0,-6.839,0.0471,0.319,0.000102,0.0963,0.533,100.034
56l5nazZw2rwYmu3dqbWjo,0.51,0.663,11.0,-4.871,0.472,0.00401,0.0,0.0989,0.551,199.733
02FYtL48KCMi11uRttaMeH,0.516,0.688,4.0,-8.719,0.286,0.243,0.0,0.0662,0.656,138.326
6iC4xfqow6iAsRhPh5IrWz,0.755,0.645,3.0,-6.933,0.0944,0.625,5.79e-06,0.197,0.695,99.889
7uNU0RCnCy6lGG2Id1cN4Z,0.798,0.873,10.0,-3.561,0.0818,0.0641,0.000138,0.0762,0.522,108.014
0hfO4THmsjstA7svFPLTVS,0.789,0.653,9.0,-8.506,0.094,0.513,0.000415,0.0992,0.703,101.985
2SVObssPWzeJquNyR05NjL,0.59,0.434,8.0,-5.975,0.253,0.327,0.0,0.102,0.493,141.392
0lgUn1bN5txujF60W7YAbv,0.873,0.6,7.0,-7.178,0.192,0.623,0.0,0.0701,0.705,124.01
0ayMbitcsoK3YleIaIHw6Q,0.751,0.563,5.0,-10.084,0.15,0.0972,0.264,0.135,0.673,123.782
5RBc2SUllAJG4gUZdXTBIj,0.638,0.676,10.0,-5.944,0.22,0.402,1.07e-06,0.171,0.688,88.903
5HKFXkUZGiYknm8fhFkpPE,0.567,0.577,8.0,-7.833,0.134,0.134,0.000397,0.145,0.719,200.008
0CO1g6pZRFD93JZJOTM79e,0.428,0.782,2.0,-8.043,0.35,0.0876,0.000543,0.71,0.34,90.428
2kxWRS8ZcJZ51Dik5uKGK6,0.763,0.704,0.0,-4.818,0.308,0.275,0.0,0.108,0.735,90.005
3Keas2doqXf1veo2DOOIdz,0.796,0.719,8.0,-7.018,0.138,0.036,0.0,0.0718,0.242,105.027
51trdVTGB18HFEsb8dEzq1,0.784,0.552,6.0,-4.44,0.143,0.678,0.00113,0.112,0.54,112.923
50Auw53j8FiSIB4frKT12I,0.829,0.587,0.0,-6.12,0.111,0.0235,0.0,0.12,0.439,104.914
7yVtVUO4I1eXL4KIJB5bLd,0.744,0.9,8.0,-5.53,0.0394,0.0308,0.000423,0.0588,0.971,104.013
3qvZW1bLvAsJIUhYcuvf4F,0.594,0.568,0.0,-7.268,0.0701,0.147,4.01e-05,0.339,0.407,132.348
2s2arJw9uQkl9P8ZWwkGmr,0.799,0.69,11.0,-7.854,0.165,0.0205,2.55e-06,0.432,0.611,105.935
434baZo99jvOx6y6oFeQZQ,0.696,0.618,6.0,-6.696,0.197,0.166,0.0,0.108,0.812,115.019
3PO4o0z1ao5ItW7C4HNd72,0.522,0.442,6.0,-11.319,0.296,0.367,0.0023,0.167,0.573,69.389
0BfJzdrAcLIQIYNP98zaO0,0.94,0.424,1.0,-8.506,0.245,0.15,0.00368,0.122,0.543,101.964
46yplRp7xn26QkDe8AdgaB,0.551,0.67,2.0,-6.325,0.373,0.0485,2.72e-05,0.0664,0.652,200.052
1b6seOTvtPREZUKqjhUtl5,0.735,0.801,11.0,-6.742,0.0636,0.00772,5.6e-05,0.258,0.867,104.998
6V06P7LboO5FaYi13nQANw,0.899,0.558,2.0,-12.303,0.0796,0.0533,0.00332,0.0218,0.401,113.011
1KSz0dMTPwRq9OqLkNxcfd,0.75,0.711,4.0,-8.5,0.119,0.707,0.0053,0.108,0.567,112.476
7m9FOP6AJnwVVGie55oMms,0.847,0.955,5.0,-5.015,0.197,0.404,0.0,0.294,0.784,119.05
3Rp8FNCr3yxM3fGFy99LN8,0.673,0.74,4.0,-4.945,0.0847,0.0258,0.0,0.127,0.723,90.026
5azcf1g5AMWfRMieQC9nZ7,0.463,0.847,11.0,-6.776,0.0511,0.0307,0.0,0.117,0.625,114.962
1q03sSwtOk5czzjKFa4qhA,0.808,0.744,5.0,-7.016,0.0942,0.0864,0.0261,0.0564,0.479,94.972
5ELIl3vnSY0mF7jpf7lyhC,0.725,0.434,8.0,-6.378,0.121,0.553,2.49e-05,0.108,0.421,128.929
2C0pnGNygYIDJky515Riw0,0.83,0.782,9.0,-4.551,0.187,0.205,0.0,0.0801,0.691,106.996
5GKkxxgMILISES4LHFu85M,0.829,0.601,0.0,-5.601,0.156,0.171,0.00139,0.258,0.904,110.005
6pdip6qgVJOI5JxqgbAlu6,0.79,0.693,0.0,-5.767,0.0605,0.042,0.0267,0.079,0.855,91.991
740vfmatXFtyNO8FzsQpSN,0.842,0.902,10.0,-3.969,0.0465,0.363,0.0,0.12,0.835,117.003
35Q5ldq74wOaAErCmL9OQZ,0.853,0.705,11.0,-4.731,0.115,0.0173,0.217,0.0625,0.961,112.026
7oqwSF22Sh08PT2eX6o7mE,0.705,0.688,10.0,-6.857,0.0401,0.424,0.000178,0.116,0.339,98.022
4WZx3spjhTuU1omUYFqvLM,0.637,0.724,1.0,-6.335,0.196,0.169,0.0,0.279,0.725,96.972
33dN3Nd9aRz4nzha4oIGnX,0.64,0.574,5.0,-8.951,0.091,0.138,0.00492,0.342,0.538,198.014
3z4CGd63tpUn9a6oQSG0CI,0.812,0.496,9.0,-5.969,0.297,0.271,0.0,0.0955,0.55,109.979
3FhIvkpWTHu4Vc7ZtSWdzb,0.855,0.505,10.0,-7.464,0.275,0.586,5.37e-05,0.121,0.592,105.035
0kUC8JPbrAsx5FvR26TUlw,0.8,0.701,10.0,-4.995,0.234,0.445,0.0,0.0929,0.66,77.032
5u85l53Y04W59OfzQUsQX6,0.75,0.404,2.0,-11.343,0.0903,0.161,0.0,0.0863,0.763,96.965
5L845uQOeyOSSAhGPFEmLc,0.546,0.681,1.0,-7.968,0.14,0.503,2.3e-06,0.0879,0.853,136.083
0C076vJzczfV5GuCCVmX2P,0.593,0.786,8.0,-4.25,0.29,0.0245,0.0,0.051,0.75,123.946
2fu4D1jrlwF1go7S2Fr3qD,0.728,0.711,1.0,-8.315,0.187,0.228,0.288,0.0923,0.712,104.849
213lc71WFDmKgHDFhR55rP,0.482,0.714,5.0,-7.27,0.107,0.427,0.00113,0.405,0.693,91.786
4G3MjZTnwVDxmemf4I9vWb,0.773,0.729,5.0,-6.701,0.301,0.187,1e-06,0.072,0.812,103.513
20hZEnFjyvUIk4YkONRGMZ,0.725,0.704,7.0,-4.592,0.251,0.0636,0.163,0.0991,0.483,204.004
6B1djwjSWKSpPasrfVIcX2,0.927,0.495,0.0,-7.299,0.091,0.271,0.0624,0.064,0.856,108.012
7n194jHXt3EXVe2Kd42deD,0.85,0.799,7.0,-6.875,0.0507,0.0937,0.411,0.0844,0.602,112.005
0CmQgwV3Bmzh9nZb9TNVEI,0.477,0.854,0.0,-5.884,0.138,0.0603,0.0,0.168,0.494,144.841
5CHc6Ez6Yk6s5GTlDUYViB,0.863,0.449,11.0,-12.521,0.0622,0.00166,0.0234,0.0585,0.399,112.043
5SSYzmp4B9GnT3xYswsUh7,0.619,0.678,10.0,-4.539,0.404,0.11,0.0,0.0771,0.598,107.62
15LBKnN52Sxs9RF3oU1ARA,0.782,0.687,6.0,-8.382,0.235,0.0598,0.00896,0.104,0.595,111.013
7dzb2XwDHv5K4FHyTo2575,0.573,0.519,0.0,-8.384,0.345,0.256,8.73e-05,0.121,0.684,123.087
13iAeDhYtRuuWdcNLZftY2,0.375,0.536,1.0,-8.823,0.257,0.749,0.0,0.394,0.426,65.588
4kW3JNDqbqntaASB9lbhXV,0.867,0.725,6.0,-5.199,0.141,0.0099,6.26e-06,0.127,0.537,91.966
6reboUDZMXeMCuSyycYfYD,0.637,0.457,2.0,-8.455,0.259,0.402,0.000129,0.231,0.4,66.743
7izKDKmGjfPVVY7n0LRz29,0.488,0.142,2.0,-25.485,0.427,0.961,0.00205,0.112,0.452,112.362
45hRiC1zMG0mIjZX83JYdt,0.57,0.0772,10.0,-26.326,0.73,0.706,0.0,0.074,0.331,104.061
771WmrdhwYKmr3qSiYn8zI,0.55,0.813,1.0,-10.525,0.938,0.976,0.0,0.761,0.638,87.309
0eg1fvlZkRx115i95XVHy0,0.895,0.518,4.0,-12.053,0.497,0.184,0.0,0.453,0.707,110.021
2BEuUkh9r8NCYiVvSKZIol,0.561,0.765,11.0,-9.764,0.207,0.552,0.0,0.111,0.961,177.609
2ZvNOGkA3mBmwru0VcK50C,0.669,0.567,8.0,-12.381,0.335,0.614,0.0,0.246,0.909,81.93
0DBKzi2j2TfGXRu1Y9HWzD,0.648,0.437,5.0,-13.245,0.368,0.849,0.0,0.0901,0.551,130.654
3RXOKHGxFK0t2k9zJJHb6y,0.651,0.0809,0.0,-21.8,0.808,0.763,0.0,0.157,0.42,92.814
3i5P8iTZNBjoccQm5jljsp,0.714,0.393,2.0,-14.943,0.935,0.914,1.21e-06,0.167,0.469,114.094
0ZNfaWzf7xbB5FOZA5v1rZ,0.581,0.466,1.0,-13.849,0.96,0.993,2.5e-05,0.699,0.537,83.007
