id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0AfIsqZ4gTUg9CwwW2jLeK,0.272,0.281,1.0,-7.634,0.0287,0.388,2.29e-05,0.158,0.141,89.914
3HE50TVRquwXe9yv2HFoNL,0.433,0.778,2.0,-4.68,0.0371,0.00838,0.0,0.163,0.217,149.864
2KPjz1SM7AWC9GxXHmRucG,0.48,0.5,11.0,-6.202,0.028,0.522,0.0,0.193,0.41,149.957
5ceGigL7CZQ3Ih6W8SIbv8,0.431,0.94,3.0,-4.462,0.0563,0.00916,0.0,0.142,0.484,157.477
40LQiUUUKXVGyNs09lHVjW,0.476,0.736,2.0,-5.38,0.0343,0.0217,1.08e-06,0.203,0.251,129.084
164EnZMFkzwI02U78jSzvW,0.503,0.596,3.0,-7.256,0.0306,0.0259,1.58e-05,0.0956,0.148,115.018
7kxfWvj6u9oWQ5C36kMtGb,0.276,0.658,7.0,-5.418,0.0329,0.0836,0.000553,0.161,0.16,172.326
4hTg9q0AnxtH4yZKeRcMin,0.285,0.297,9.0,-9.259,0.0339,0.743,0.0,0.138,0.156,103.653
474cWGKmOKwDTmMUAAF6kj,0.442,0.915,9.0,-3.646,0.0434,0.000828,2.05e-05,0.305,0.411,76.01
2JG2OmmwZ5x2RkX0uR5w4k,0.344,0.61,8.0,-6.537,0.0285,0.0597,0.0,0.197,0.135,173.883
5QLUdCEJ1oJkFPiPg7sEdd,0.64,0.493,2.0,-8.471,0.0269,0.699,0.0,0.0586,0.579,93.022
7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0.0,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055
1Fekh45eTzyteap9YgmOr1,0.442,0.793,7.0,-5.465,0.029,0.000128,0.000305,0.227,0.313,149.958
2ZqV1xehFhYryqzus2ksnj,0.426,0.399,2.0,-5.715,0.0273,0.824,4.94e-06,0.181,0.212,159.702
2CpMHblH2jRF9NqtaW8MKZ,0.245,0.715,7.0,-6.192,0.0372,0.0814,0.0,0.341,0.367,75.028
7qpDqr5TxcTlOHG0k7moGt,0.545,0.762,2.0,-3.634,0.0301,0.0334,0.0,0.209,0.36,130.926
3vIw7vxgUTPtppVwMfhcwo,0.311,0.76,0.0,-6.301,0.0364,0.000962,0.0,0.104,0.189,177.592
27TPpj59ml6N7las1h696d,0.442,0.746,1.0,-5.411,0.0309,0.00197,0.0,0.123,0.332,131.957
053IpBG54eZGst2seKHB6g,0.457,0.849,1.0,-2.369,0.0353,0.0503,0.0,0.127,0.359,91.991
6MvGz9TuT9exMFmd6PoNso,0.25,0.334,9.0,-7.882,0.0342,0.756,1.86e-05,0.087,0.0699,149.946
4VqkhvOP0FkcVrDxgJXtxM,0.481,0.71,7.0,-4.785,0.0298,0.183,0.0,0.147,0.188,140.062
0GXmTWQBqvNZwpcfNeijlt,0.319,0.873,6.0,-4.219,0.053,0.000652,0.1,0.0724,0.0747,136.378
4CX8qiTS2hUXp4dqYmNxQy,0.54,0.639,9.0,-5.651,0.0327,0.0918,0.00169,0.262,0.246,124.977
0HHlrHaeTThPytkBv3ka3G,0.412,0.852,1.0,-4.345,0.0333,0.000257,0.0,0.0979,0.241,90.613
2ix6bfJQw8SK9aDcebJgT3,0.439,0.694,3.0,-6.249,0.0391,0.000815,0.0525,0.117,0.557,91.916
54sEj5GIx2EW78nRDyC58R,0.435,0.743,9.0,-5.804,0.0792,0.107,5.76e-06,0.115,0.28,141.877
0XaPN9mU1BgLJZhuCxzc6T,0.161,0.543,6.0,-7.304,0.0284,0.196,0.0801,0.137,0.261,78.371
6SZ6G5c4Ldmv2azhhPKY00,0.398,0.616,7.0,-5.241,0.0306,0.0179,0.0,0.116,0.21,160.01
144VTMTXicEwTOJQPcrpAF,0.165,0.919,5.0,-5.321,0.143,0.00113,0.0,0.395,0.306,83.382
2FPHOduj8yJPDOadAOqVm5,0.256,0.731,10.0,-4.848,0.045,0.204,2.62e-06,0.126,0.119,101.336
7Eg9qnJK7hI7LLoRsbvH2X,0.525,0.537,4.0,-8.071,0.0301,0.198,0.615,0.124,0.319,90.001
5DILybiCczVw6JlBOMCJig,0.516,0.686,5.0,-7.65,0.034,0.0523,0.000773,0.0627,0.086,117.005
4GGuI5FJRPWiGS6BFk4Dq7,0.545,0.931,5.0,-4.852,0.0452,0.0034,3.39e-06,0.098,0.395,134.023
0P0rnpupoEnxJojWHGtn0a,0.384,0.871,7.0,-4.034,0.04,0.00991,1.55e-06,0.349,0.321,159.939
1QROneYqhpjl0IDKYou8j2,0.437,0.733,6.0,-6.151,0.0283,0.000754,0.00556,0.111,0.404,179.933
6iv3Fclf4l11hQGYs8KbGc,0.634,0.746,4.0,-8.574,0.0352,0.0601,1.51e-05,0.103,0.513,134.048
1SeMnyEb5dwCBLU3QUC0K2,0.507,0.52,10.0,-8.725,0.0355,0.0228,0.325,0.108,0.169,127.03
3hccRLElirZOGOTHfCbg9p,0.195,0.566,6.0,-7.596,0.0421,0.546,0.0,0.321,0.12,169.684
4QJLKU75Rg4558f4LbDBRi,0.485,0.911,3.0,-5.749,0.0355,8.67e-05,0.0,0.092,0.568,89.956
7tm6kZFYu4hIaxFkw1RZj8,0.414,0.484,6.0,-13.059,0.0464,0.982,0.617,0.116,0.305,113.26
79qct0g1MbfPTXTHWqLCzF,0.346,0.829,8.0,-5.123,0.0373,0.00104,0.0,0.0539,0.505,161.954
4fFx9gzhfhSNu71e4tveEN,0.583,0.889,7.0,-4.112,0.035,0.00235,0.0,0.642,0.301,110.023
0eKyHwckh9vQb8ncZ2DXCs,0.41,0.539,0.0,-8.412,0.0302,0.00425,0.00089,0.117,0.141,138.852
4BwH8CqZkep7evUpHbAvEm,0.579,0.535,7.0,-7.746,0.0265,0.355,0.0,0.252,0.775,78.99
2tUhCTpGeEfssyYTeu0chm,0.559,0.44,11.0,-9.273,0.0312,0.593,3.81e-06,0.402,0.483,72.015
1QlGmLx0IWNZq8Dm4N94xm,0.403,0.892,0.0,-6.244,0.0913,0.00374,0.0113,0.882,0.185,163.991
0fmbchkYzQHMQHRKJmX2uu,0.396,0.922,4.0,-4.014,0.059,0.000354,0.857,0.298,0.29,119.418
4BRL0Qtuked7FSjnPxnzGF,0.592,0.49,5.0,-9.21,0.0996,0.031,0.0345,0.08,0.186,99.963
7n7W5gnt66DmY0jVPDD3qp,0.355,0.76,1.0,-2.092,0.0404,2.86e-06,0.00238,0.101,0.456,140.094
6CSTSByUvQyYIlGStzM3Qd,0.52,0.967,3.0,-3.837,0.489,0.00248,2.62e-06,0.328,0.477,179.924
4ja8f7cLqln77RZscRaMqI,0.424,0.83,9.0,-5.298,0.028,0.000307,0.000717,0.36,0.544,101.596
1ue6hDpQnActsuH661uCYR,0.53,0.97,9.0,-6.248,0.0675,0.00354,0.0875,0.356,0.158,111.881
3vUHrmHxjsngAXKvxRJ6nc,0.294,0.675,5.0,-3.562,0.0435,3.15e-05,0.000711,0.321,0.37,148.186
5cNFlGdGBLVxd1Lt4sfaVt,0.432,0.932,8.0,-5.306,0.076,0.000372,0.0448,0.185,0.243,107.974
4AY7vvKJ5URWd61B5Q6S5Z,0.674,0.578,1.0,-5.997,0.0372,0.0307,0.000338,0.0421,0.964,100.426
5O8mnc4q3RnKndGHcWKmwF,0.143,0.924,6.0,-3.542,0.0962,0.000662,1.18e-06,0.345,0.476,144.651
0bxuV9VOE5iARolyiQyrxZ,0.49,0.794,7.0,-4.288,0.102,0.00051,9.58e-05,0.297,0.478,120.037
5E6L7A7Gg0jvdgB47tSXa4,0.457,0.802,10.0,-6.834,0.0358,1.83e-05,0.00869,0.397,0.448,120.035
3JUpfFQsiYXDX2x0tGuTd0,0.176,0.962,11.0,-3.456,0.119,0.00104,1.01e-06,0.156,0.199,160.223
1xFzQ7lZeNZkaXeozVWb79,0.377,0.991,4.0,-1.205,0.0932,0.00081,4.84e-06,0.298,0.258,122.147
3kXNzPTs1tmjAoCo5aov3t,0.499,0.841,2.0,-3.243,0.0252,0.00851,0.000111,0.125,0.109,100.063
6nCeCu9xovpYGPBUGoGqXi,0.385,0.972,3.0,-3.816,0.0648,0.000193,0.000413,0.302,0.398,141.041
06LiHAhneCsoLvRPDHPrJR,0.498,0.791,7.0,-3.759,0.0963,0.000632,2.81e-05,0.315,0.468,120.039
3CYwtWdHsegf5DqGVNQ3JK,0.466,0.944,10.0,-6.965,0.09,5.79e-05,3.77e-05,0.332,0.341,144.946
1PK5qU40CnH8RKrudFyo6t,0.558,0.921,4.0,-4.409,0.0639,0.0234,0.00035,0.154,0.357,93.468
637aZ5pe1WFBamSePkmQ9x,0.318,0.646,5.0,-7.15,0.0392,0.00521,0.172,0.0679,0.172,125.986
01uJ0nx8ks1MZuaO03Ql5Q,0.607,0.658,6.0,-5.552,0.0262,0.0103,0.0224,0.0537,0.567,99.983
0T7qIJqGElHJzaGvvZ7t9z,0.524,0.785,8.0,-4.375,0.0347,0.0048,0.00153,0.111,0.666,114.017
6Ua1Ox0jb0O15ZIqPQinDG,0.24,0.766,8.0,-5.637,0.0405,0.00243,5.46e-05,0.0516,0.382,156.11
6Rs6ZGyppL4ity5nDI6S1y,0.365,0.978,8.0,-4.567,0.119,2.96e-05,0.483,0.0763,0.348,179.99
2nY09ZRwI5cXRBB2JkJid7,0.508,0.797,8.0,-8.07,0.123,0.000457,0.0539,0.095,0.516,149.969
0lcwE4dOsg3HB2BiUJxurh,0.505,0.928,5.0,-5.457,0.0319,0.000193,0.134,0.205,0.513,138.023
2x9Hr7Fuf9E8Z7vONIHPyM,0.457,0.942,8.0,-5.497,0.115,0.0129,5.58e-06,0.25,0.623,175.999
5wnITloAfJ33x0m1R0sQwF,0.405,0.876,0.0,-4.498,0.0494,0.00947,0.00506,0.322,0.311,75.835
4214YwMZWxM0sWHDN1ajTo,0.385,0.979,3.0,-3.436,0.109,0.000934,0.0,0.282,0.25,154.977
7eaEaXAiGR3i3LUJUDRRXc,0.553,0.902,11.0,-4.35,0.0588,0.00286,0.0,0.2,0.572,132.089
2aksJcRQTO5VKqQh1tr3fO,0.462,0.89,9.0,-4.469,0.0977,0.00516,4.8e-05,0.129,0.187,140.98
0VIMMw4UzOEMSKGLHa5rfR,0.531,0.976,7.0,-7.339,0.0448,0.000175,7.39e-05,0.392,0.527,115.029
6gH90ldgKSavrVGdeN6Rcm,0.263,0.733,10.0,-6.787,0.0463,1.9e-05,0.884,0.12,0.342,163.998
3WOkCAnlf3qKYgMQAOb6SN,0.245,0.86,2.0,-5.592,0.0416,0.000121,0.363,0.156,0.522,175.407
2tTH0Jsfxt3jLoZNWHCehP,0.346,0.901,11.0,-2.599,0.0595,0.0237,7.69e-06,0.405,0.162,82.027
04HJIfLxIrxYsIHneUuDre,0.493,0.711,5.0,-5.994,0.0684,0.00496,2.71e-05,0.519,0.313,138.032
3hDri1KrQbgx8ah3HjysbC,0.391,0.942,10.0,-3.558,0.0464,0.00302,0.0691,0.37,0.56,145.932
4dqcedp9451K9DvxYugrTt,0.581,0.847,7.0,-5.48,0.0638,0.000259,0.00897,0.0875,0.394,120.07
6tzuQuosgeRizkqLzfOXzr,0.325,0.865,8.0,-4.592,0.0507,0.000111,0.725,0.196,0.254,177.887
4dsxz4IEl1T3ZmeBoLJ1Ky,0.359,0.97,1.0,-4.731,0.115,0.113,0.000288,0.127,0.376,168.611
1YFxTkX1asVS76GynrhCjO,0.451,0.865,11.0,-4.219,0.044,0.0103,0.0316,0.232,0.461,172.153
6Zz846CtUmQGP5z4F7sccA,0.343,0.732,0.0,-5.189,0.044,0.00533,0.00302,0.0685,0.392,180.162
0qOrLJBeP52NTMnNzawvLo,0.366,0.864,7.0,-4.142,0.0634,0.000688,0.0418,0.368,0.416,135.118
6Ci6L6EeLqR6VHV1DBJy2S,0.446,0.778,7.0,-4.774,0.173,0.000201,0.662,0.0492,0.683,94.508
3r0mb1tzAcCNoA8YRXuIhZ,0.582,0.817,0.0,-6.475,0.0399,0.0017,0.0158,0.575,0.622,155.124
20g6mjmuL2V8bHTx5MTubE,0.318,0.919,2.0,-2.433,0.0774,0.00771,0.0,0.115,0.38,88.981
5b9PdT1iD3rKYkhlIPRCy8,0.488,0.888,8.0,-5.711,0.052,0.00184,0.59,0.0692,0.365,117.947
1robAwSosmg3FXM0wpOEMv,0.431,0.929,1.0,-5.063,0.0419,5.35e-05,0.0171,0.382,0.766,79.973
4dOaEi815BXfCllDfB79di,0.585,0.953,3.0,-6.2,0.0359,0.000135,4.78e-05,0.436,0.732,127.976
6BsZx9FarJrLddTNu2k6pU,0.601,0.723,8.0,-4.364,0.0384,0.000347,0.0011,0.346,0.581,114.991
1UvVAqFey914WsoGQkNHxb,0.413,0.837,4.0,-3.932,0.041,0.00304,0.00286,0.121,0.353,159.863
2xZRImWklE8cTFgcjAyHBc,0.392,0.909,7.0,-4.194,0.0661,0.00093,0.0111,0.342,0.403,76.998
3UYxSVaquXGHP1yIovi4g9,0.383,0.771,1.0,-6.21,0.0395,0.00148,0.00144,0.0658,0.424,114.797
4kbBYfLMIfzAnt9WoSDmvS,0.47,0.892,0.0,-3.933,0.0923,3.28e-05,0.84,0.0759,0.618,161.392
6eLKh1uJQ8KWW2o0AWjCXw,0.564,0.885,2.0,-4.003,0.16,0.00961,0.000203,0.116,0.909,169.999
4OtYFc59hseMmNKNeTYhHu,0.376,0.967,9.0,-2.595,0.171,8.25e-05,0.567,0.353,0.477,166.009
1VDCjvlEZMFL45Et4KJrEK,0.396,0.757,7.0,-5.372,0.051,0.00133,1.04e-05,0.438,0.393,172.027
16u39sZAP2UXg9DGU56ZNm,0.487,0.785,6.0,-5.857,0.0303,9.35e-05,0.0341,0.349,0.259,95.961
2hJIp64P8hh2VLtvxuIT3Z,0.595,0.86,1.0,-3.897,0.0332,0.00222,0.18,0.227,0.891,131.99
3tGvyYRqaxM5CVnAUQQ0cC,0.544,0.917,0.0,-4.671,0.0439,0.0188,2.36e-06,0.522,0.735,108.118
4eAB96x6wsijid73UsHfbO,0.561,0.949,11.0,-1.91,0.0538,0.0196,0.000133,0.134,0.651,133.998
2eXzs7j6pkt07u1prEhU4K,0.629,0.641,3.0,-6.218,0.035,0.105,4.22e-06,0.114,0.128,130.009
0y2DtDwPh9Y2lvvKHGMUof,0.58,0.674,4.0,-6.66,0.0327,0.0013,0.562,0.142,0.49,126.976
15QNdJ4ZAsIzsuwS8wYSsC,0.594,0.813,0.0,-7.519,0.0853,0.0986,0.0,0.335,0.532,130.08
0UB9FchcGKnQ7GCDl9dJjF,0.414,0.949,5.0,-6.038,0.0767,0.000498,0.000317,0.102,0.46,159.999
7AVf3MdvwHM5CdOdquzu9c,0.468,0.902,9.0,-4.838,0.132,0.0325,2.65e-06,0.0664,0.451,119.017
2Di9hrXOq4ov2MGfSNMZiA,0.5,0.791,5.0,-4.361,0.0333,0.00495,0.00798,0.179,0.308,127.943
42zJqS8TW1Lpsa186of3OY,0.715,0.564,8.0,-5.56,0.0456,0.676,0.0072,0.0854,0.213,104.923
7jLJ9769nvwETkjrUHzi2y,0.61,0.678,2.0,-8.776,0.0326,0.0125,0.023,0.146,0.315,125.012
59emGJDCTWRSBcMEG9M29f,0.484,0.744,0.0,-3.033,0.0385,0.0195,0.0,0.448,0.53,93.933
5y7IIUePVxDXk0dkPv9Sf5,0.287,0.939,1.0,-3.228,0.0622,2.69e-05,0.322,0.227,0.337,89.849
62wJuHJ28SLRLem8XMUS8b,0.378,0.935,11.0,-2.353,0.0903,0.000905,0.0,0.215,0.701,178.118
4OE8lJeG82iSDhHo3reh1N,0.56,0.558,5.0,-4.897,0.0284,0.00205,0.000106,0.162,0.376,94.014
05HQ6KrftQ0kvnvM1qE5pt,0.546,0.76,9.0,-6.887,0.0399,0.00629,4.66e-05,0.0737,0.41,101.936
1PdaYDglJxEle6PGQanvp1,0.466,0.877,3.0,-6.253,0.0535,0.00104,0.515,0.2,0.223,121.041
6zNL4rD2KOZFt83JlmrXLu,0.152,0.684,4.0,-6.125,0.0651,0.00401,0.084,0.262,0.0473,163.031
6RMgjx8n8USSkiXjt0Mzfr,0.634,0.715,1.0,-5.989,0.0251,0.000191,0.000454,0.145,0.318,100.985
5L0VmR4Ny4PJpn9Gn0DB3w,0.69,0.931,6.0,-4.008,0.0851,0.0177,3.91e-05,0.188,0.836,120.035
5eR6OS3joTAHJToyzehKfu,0.775,0.688,1.0,-5.038,0.0384,0.0533,0.0,0.321,0.805,112.009
2YC6ET3q1F29B0V7UcPV70,0.427,0.908,8.0,-5.399,0.165,0.00325,6.12e-05,0.0475,0.617,108.681
3K4HG9evC7dg3N0R9cYqk4,0.492,0.969,9.0,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136
2F6FfZ4w8z3eJpSxPotVO5,0.468,0.769,4.0,-7.036,0.041,0.00014,0.00124,0.271,0.17,104.102
61mWefnWQOLf90gepjOCb3,0.354,0.982,4.0,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772
1158ckiB5S4cpsdYHDB9IF,0.443,0.781,1.0,-4.277,0.0377,1.33e-05,0.205,0.166,0.372,71.841
4BggEwLhGfrbrl7JBhC8EC,0.736,0.811,9.0,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502
4ImIJRZNJhNQLLdUFSYJoS,0.649,0.896,10.0,-2.704,0.056,0.000319,1.19e-05,0.102,0.924,90.009
3fjmSxt0PskST13CSdBUFx,0.451,0.951,1.0,-3.754,0.0645,0.00038,2.39e-06,0.261,0.442,162.065
3M3FsCF3GsgYXkE7SqKRFh,0.745,0.678,6.0,-8.265,0.163,0.00713,1.32e-05,0.353,0.402,103.607
4fhPqBNq6ogTEdCHcdg6Ao,0.169,0.964,10.0,-6.071,0.113,8.13e-05,0.000379,0.386,0.231,180.574
6DoXuH326aAYEN8CnlLmhP,0.431,0.906,9.0,-6.13,0.0945,0.0001,0.0001,0.123,0.53,125.459
09Nc3asktiFaAe20Ay56Hh,0.282,0.939,0.0,-3.431,0.103,0.000665,2.22e-06,0.0475,0.202,109.236
2RXdz2rHpo8ay47YBkVRHL,0.417,0.902,5.0,-4.191,0.147,8.49e-05,0.00153,0.26,0.394,82.786
4DSAxhyfL8uZYTbRNsSHMU,0.546,0.948,7.0,-5.002,0.0843,0.00082,2.42e-05,0.305,0.456,97.317
5tJjQIhH6mH3PhG1DjW3gD,0.319,0.852,0.0,-7.295,0.0716,0.00268,0.662,0.331,0.297,79.554
1Ym3JWJG8HFJU2NbXavZ6a,0.451,0.889,1.0,-2.693,0.261,0.00167,0.00215,0.258,0.586,131.073
0qPD4rxBqAzvD2rlQXiPaz,0.476,0.886,6.0,-7.377,0.0503,8.27e-05,0.249,0.159,0.454,173.074
5O9OjIL1D7akvZ91VT7VPH,0.382,0.921,2.0,-5.037,0.0992,0.00306,0.000671,0.15,0.236,183.641
1yDgUdE3WphO9KuCLMBnav,0.57,0.919,2.0,-5.684,0.0403,0.00194,0.00387,0.0589,0.451,104.408
6ZVdSIjcPkdfbUgKRVn5o3,0.364,0.983,5.0,-5.811,0.138,0.000264,0.162,0.888,0.354,168.247
51nZUjX3aSS8TdehyzOQFU,0.518,0.986,7.0,-2.912,0.0869,3.11e-05,0.0384,0.069,0.383,104.827
5u07rgQcg8F2xIZp90lm3p,0.649,0.923,1.0,-4.537,0.0348,4.51e-05,0.623,0.369,0.517,108.217
12nGRgtkjrqb3mvsEp4yKj,0.602,0.907,1.0,-5.587,0.0522,2.62e-05,0.00333,0.222,0.461,104.348
5UxmJ9bBeGRFhZsItTkoTL,0.277,0.821,5.0,-5.209,0.0462,7.66e-06,0.00155,0.11,0.334,103.008
1pr9TZGOXeJUggIal1Wq3R,0.283,0.891,2.0,-8.165,0.178,0.00678,0.0038,0.159,0.226,92.049
56RVUS1Yo2YxkhU9bIi2i1,0.523,0.933,9.0,-5.223,0.0917,0.000162,0.00643,0.151,0.677,100.958
7vrLphPq4yjaX7jiDdd2Nc,0.623,0.983,11.0,-3.548,0.151,9.62e-05,0.0617,0.261,0.271,134.975
3ivsBS2Sko6udZ7GWarDTu,0.475,0.759,10.0,-4.486,0.043,0.0109,0.0419,0.0991,0.277,149.961
3lvMZTPh9snQKo4OiP13CU,0.496,0.857,1.0,-4.515,0.0849,0.00185,0.000597,0.117,0.656,171.795
0xgsyoVvRFSYvV5cdtYhX1,0.334,0.898,11.0,-6.821,0.196,0.00406,0.0202,0.162,0.226,110.364
76g4Ybt7SW4PvloFDIzsSX,0.477,0.929,5.0,-5.623,0.0581,0.000568,0.672,0.0897,0.364,153.98
3Y4rNagSf2IukhcOTWYJuV,0.275,0.974,6.0,-4.624,0.192,0.000355,0.0024,0.158,0.237,174.095
28IEbk5a7twNTbUEvWslUb,0.644,0.939,11.0,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031
3v0ylYF51SKkgAi4PrfKTq,0.431,0.959,10.0,-4.257,0.0854,6.13e-05,6.19e-06,0.118,0.269,153.925
75qe37gZ8SfRg0N8fGbvrD,0.563,0.937,1.0,-5.243,0.0461,0.000111,0.0,0.315,0.522,101.159
1AEYT6VxrxXPMoQUxsY0E4,0.492,0.896,4.0,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981
4FdWtCYd8LyPAyQAIGnIPW,0.424,0.935,11.0,-5.484,0.119,0.000357,1.83e-05,0.129,0.381,163.82
3KNoT6ldHrGS82S9bYeUk4,0.584,0.976,1.0,-3.868,0.156,0.00432,0.0408,0.333,0.535,140.304
5DoTRJlzMaGAMHPTDrfvfW,0.565,0.968,1.0,-5.165,0.0568,1.33e-05,0.188,0.089,0.693,108.003
6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,2.0,-5.877,0.052,2.23e-05,0.105,0.39,0.525,103.293
45R6DmpsaoqLujIn6qPTPH,0.502,0.934,9.0,-3.899,0.0553,8.38e-06,0.164,0.0921,0.477,102.121
1qVxslK1epoLJCfZFhu24L,0.277,0.921,2.0,-4.99,0.116,0.00054,3.34e-06,0.121,0.403,122.554
20QoUUjUE4MW8eWCSeUGhX,0.362,0.979,5.0,-4.192,0.215,0.0126,5.2e-06,0.309,0.254,171.22
5DFZHiqVGD4fVVJGEnSmMX,0.316,0.994,2.0,-3.255,0.344,0.0124,1.64e-05,0.144,0.0398,153.466
55a9zQ8GXMw3gApQosXMHC,0.354,0.925,6.0,-3.317,0.113,0.000154,1.6e-06,0.268,0.511,196.198
3tpFewlKhFoWp46WUVAuth,0.26,0.896,9.0,-6.393,0.109,2.66e-06,0.0212,0.0815,0.565,192.392
0HSEyJt38uoyVJiQHTmIrV,0.64,0.914,6.0,-3.28,0.0873,0.000249,0.000116,0.0556,0.776,109.892
6wqJeItl3Vc3az4ZicSQAB,0.291,0.974,6.0,-2.997,0.171,0.0177,5.44e-06,0.886,0.348,134.724
2DpBRXSlfNEWHf8PQkAVvQ,0.482,0.916,5.0,-4.557,0.0473,3.51e-05,0.000588,0.0474,0.385,96.101
1TTOAw90zzNWKnUgzzcvZW,0.54,0.959,8.0,-3.775,0.0452,0.000817,0.0,0.376,0.499,131.83
55SUneDPq3ZOrJi8sVG78G,0.609,0.937,6.0,-2.912,0.0495,0.00324,0.000294,0.129,0.493,95.961
78SOBkauu6CnXV2OtpDrHK,0.399,0.937,7.0,-4.311,0.0969,0.000102,0.000542,0.608,0.29,136.46
2e3BZM6rOrUpF0SvvhV8WR,0.429,0.978,11.0,-4.88,0.126,0.000227,6.81e-06,0.0583,0.43,121.651
6nJPHXRpKYv2yqtalEjKy5,0.501,0.905,11.0,-5.721,0.0518,1.88e-05,0.765,0.383,0.584,123.277
6dCMktUqe6rWxnpE6YNhGd,0.431,0.776,10.0,-5.403,0.0527,2.21e-05,0.0013,0.179,0.318,120.857
7aHluiddcgODmeZ2rW6dju,0.304,0.847,7.0,-5.045,0.0967,5.81e-05,0.269,0.0626,0.309,95.993
2gscB6kDOmrv1P6qs2KXE3,0.382,0.996,7.0,-4.119,0.104,0.00208,0.0,0.417,0.327,93.345
6PHn6aXuM2FkzonGWJxY28,0.545,0.882,5.0,-4.864,0.119,0.000169,0.0368,0.332,0.595,122.259
5IvKtrcNWBkvyW2yXZ2Y40,0.49,0.938,1.0,-3.916,0.129,0.00234,2.17e-05,0.186,0.437,196.143
3FJuFr00K5IpgvTCDDaqW5,0.582,0.817,1.0,-6.489,0.0631,0.000988,0.0139,0.129,0.28,152.018
0INUE1K7cEiE8VH63Rv5RJ,0.546,0.97,5.0,-2.661,0.097,0.000823,2.08e-05,0.275,0.383,100.065
5yrGsJoG4FsTg6luHlNGK2,0.666,0.793,6.0,-6.028,0.0647,0.00219,3.49e-06,0.0799,0.454,96.047
1cqWEQ6TRfYr3SBNh7Ni2w,0.615,0.919,4.0,-4.318,0.0798,0.00218,0.000607,0.113,0.542,130.919
1UwwbPgKGOoSbqqHm9Xxzn,0.598,0.954,2.0,-4.86,0.0801,0.00951,2.86e-05,0.127,0.235,100.98
3uXR8I4kT1WtvtHTEj4ZHG,0.441,0.943,3.0,-4.996,0.138,0.000506,0.0397,0.122,0.142,177.971
0xSPKfb6uamJnPTX6sRWy5,0.376,0.988,5.0,-2.375,0.216,8.82e-05,6.36e-05,0.346,0.507,192.153
5jjZikDrEd0by1o7V3fO4y,0.804,0.323,0.0,-11.127,0.305,0.308,0.0,0.15,0.456,87.019
3oknxh5JkdkyOV7UAE1zOh,0.822,0.464,8.0,-8.965,0.058,0.192,8.39e-06,0.293,0.773,97.506
656neoAxvwrA9812K99kTO,0.567,0.481,11.0,-8.787,0.033,0.292,0.0,0.254,0.242,103.945
5zq85bH7aHwAwYKpPzwyH5,0.57,0.85,2.0,-4.655,0.107,0.0181,0.000528,0.123,0.329,76.01
2ZuDGsKSJpQdJmpknJ7ypF,0.58,0.84,1.0,-6.385,0.332,0.0332,0.0,0.483,0.596,105.963
17KGTOb8fkxlyTnB5eFnsh,0.55,0.872,2.0,-4.742,0.0588,0.0864,0.000291,0.0617,0.618,142.041
5gC2purkEbtC5AqOXC4fRi,0.425,0.952,1.0,-0.885,0.0594,0.00335,0.0,0.115,0.244,75.046
3JRoUjaIQB7Ge6ceiGnmc2,0.715,0.697,9.0,-5.097,0.0719,0.231,4.38e-06,0.0984,0.792,124.082
3Iu1P9opSIz1wmm98SG2qb,0.456,0.76,9.0,-3.941,0.0372,0.0398,2.97e-05,0.196,0.438,156.066
7bREivF1RTm0vOYB2wi7nE,0.562,0.82,4.0,-4.253,0.0911,0.191,0.0,0.326,0.266,107.953
0OCIiW9YJEqpHZZAyLuqU3,0.593,0.989,11.0,-4.291,0.143,0.0115,0.254,0.216,0.419,134.973
58L9BLQuOAwAzHhCvTpp3l,0.69,0.834,2.0,-4.155,0.0672,0.455,0.00038,0.066,0.313,108.032
2WDhy0f5bqLMh6EGtFB8m4,0.664,0.7,8.0,-3.102,0.0505,0.146,0.0,0.0722,0.934,120.056
3UlCiABy9BQJpRYfJpHtUp,0.489,0.887,1.0,-4.352,0.04,0.000151,0.0,0.786,0.838,80.522
3Zu4q469QdcxjKL513dZF9,0.517,0.506,4.0,-9.063,0.0471,0.492,0.0,0.118,0.263,94.887
3Yc9SNoO8A1u3d5CMUUYWJ,0.617,0.557,10.0,-5.931,0.0381,0.155,2.87e-05,0.48,0.355,143.912
0fgtqm5zqLoIaE83j6pqnx,0.68,0.924,1.0,-5.398,0.0828,0.0343,0.00848,0.944,0.46,90.017
3rk6IW3MBirMnertH3l5Ek,0.752,0.788,5.0,-4.523,0.0438,0.02,0.0159,0.659,0.776,113.997
4zvRdQWreRSHm8siX9cvzO,0.713,0.662,6.0,-4.835,0.0453,0.0032,0.18,0.238,0.597,99.992
729lI4P82NDXNQljBDmkmU,0.813,0.774,9.0,-3.923,0.0341,0.012,4.53e-06,0.0616,0.909,105.997
